State,Year,Month,T2M,PRECTOTCORR
SOUTH DAKOTA,2008,9,16.92,2.34
SOUTH DAKOTA,2008,10,8.24,2.63
SOUTH DAKOTA,2008,11,0.76,0.72
SOUTH DAKOTA,2008,12,-9.49,0.7
SOUTH DAKOTA,2009,1,-9.4,0.32
SOUTH DAKOTA,2009,2,-5.07,0.83
SOUTH DAKOTA,2009,3,-0.25,1.18
SOUTH DAKOTA,2009,4,6.48,1.29
SOUTH DAKOTA,2009,5,14.43,1.08
SOUTH DAKOTA,2009,6,18.48,3.38
SOUTH DAKOTA,2009,7,20.91,3.37
SOUTH DAKOTA,2009,8,20.87,2.23
SOUTH DAKOTA,2009,9,17.97,1.26
SOUTH DAKOTA,2009,10,3.68,3.73
SOUTH DAKOTA,2009,11,3.49,0.11
SOUTH DAKOTA,2009,12,-9.15,0.97
SOUTH DAKOTA,2010,1,-10.34,0.68
SOUTH DAKOTA,2010,2,-9.13,0.56
SOUTH DAKOTA,2010,3,3.07,1.27
SOUTH DAKOTA,2010,4,9.99,2.29
SOUTH DAKOTA,2010,5,13.52,3.71
SOUTH DAKOTA,2010,6,19.81,5.14
SOUTH DAKOTA,2010,7,23.46,3.66
SOUTH DAKOTA,2010,8,24.13,1.53
SOUTH DAKOTA,2010,9,15.26,3.27
SOUTH DAKOTA,2010,10,10.84,0.82
SOUTH DAKOTA,2010,11,0.58,0.16
SOUTH DAKOTA,2010,12,-8.45,1.14
SOUTH DAKOTA,2011,1,-11.75,0.68
SOUTH DAKOTA,2011,2,-7.42,1.18
SOUTH DAKOTA,2011,3,-1.35,1.55
SOUTH DAKOTA,2011,4,5.88,2.71
SOUTH DAKOTA,2011,5,12.56,3.67
SOUTH DAKOTA,2011,6,19.37,5.51
SOUTH DAKOTA,2011,7,25.27,2.61
SOUTH DAKOTA,2011,8,22.77,2.02
SOUTH DAKOTA,2011,9,15.72,0.56
SOUTH DAKOTA,2011,10,10.61,1.41
SOUTH DAKOTA,2011,11,1.25,0.19
SOUTH DAKOTA,2011,12,-2.89,0.11
SOUTH DAKOTA,2012,1,-3.95,0.35
SOUTH DAKOTA,2012,2,-2.91,1.27
SOUTH DAKOTA,2012,3,8.12,0.42
SOUTH DAKOTA,2012,4,10.33,3.94
SOUTH DAKOTA,2012,5,15.99,2.13
SOUTH DAKOTA,2012,6,22.54,2.03
SOUTH DAKOTA,2012,7,28.4,0.92
SOUTH DAKOTA,2012,8,23.52,0.99
SOUTH DAKOTA,2012,9,18.07,0.34
SOUTH DAKOTA,2012,10,8.16,0.62
SOUTH DAKOTA,2012,11,1.56,0.31
SOUTH DAKOTA,2012,12,-5.34,0.68
SOUTH DAKOTA,2013,1,-6.74,0.36
SOUTH DAKOTA,2013,2,-4.31,0.99
SOUTH DAKOTA,2013,3,-1.44,0.48
SOUTH DAKOTA,2013,4,3.04,2.23
SOUTH DAKOTA,2013,5,14.12,4.68
SOUTH DAKOTA,2013,6,19.74,3.08
SOUTH DAKOTA,2013,7,23.8,1.91
SOUTH DAKOTA,2013,8,23.53,1.39
SOUTH DAKOTA,2013,9,20.42,1.44
SOUTH DAKOTA,2013,10,6.59,4.49
SOUTH DAKOTA,2013,11,-0.18,0.14
SOUTH DAKOTA,2013,12,-10.22,0.65
SOUTH DAKOTA,2014,1,-8.47,0.23
SOUTH DAKOTA,2014,2,-9.51,0.34
SOUTH DAKOTA,2014,3,-1.52,0.57
SOUTH DAKOTA,2014,4,7.31,1.52
SOUTH DAKOTA,2014,5,14.23,2.16
SOUTH DAKOTA,2014,6,19.24,3.89
SOUTH DAKOTA,2014,7,22.87,1.1
SOUTH DAKOTA,2014,8,21.69,3.48
SOUTH DAKOTA,2014,9,17.16,0.83
SOUTH DAKOTA,2014,10,10.42,0.35
SOUTH DAKOTA,2014,11,-3.36,0.51
SOUTH DAKOTA,2014,12,-5.04,0.45
SOUTH DAKOTA,2015,1,-6.2,0.27
SOUTH DAKOTA,2015,2,-7.82,0.29
SOUTH DAKOTA,2015,3,3.77,0.19
SOUTH DAKOTA,2015,4,10.16,0.57
SOUTH DAKOTA,2015,5,13.5,4.51
SOUTH DAKOTA,2015,6,21.26,3.25
SOUTH DAKOTA,2015,7,24.35,2.55
SOUTH DAKOTA,2015,8,22.74,3.43
SOUTH DAKOTA,2015,9,19.43,1.4
SOUTH DAKOTA,2015,10,10.81,0.98
SOUTH DAKOTA,2015,11,2.46,1.1
SOUTH DAKOTA,2015,12,-4.3,0.7
SOUTH DAKOTA,2016,1,-6.33,0.22
SOUTH DAKOTA,2016,2,-0.89,0.43
SOUTH DAKOTA,2016,3,4.14,0.71
SOUTH DAKOTA,2016,4,8.27,4.12
SOUTH DAKOTA,2016,5,14.95,2.28
SOUTH DAKOTA,2016,6,22.76,1.92
SOUTH DAKOTA,2016,7,25.06,1.62
SOUTH DAKOTA,2016,8,23.22,2.84
SOUTH DAKOTA,2016,9,17.97,1.41
SOUTH DAKOTA,2016,10,11.02,0.88
SOUTH DAKOTA,2016,11,5.25,0.83
SOUTH DAKOTA,2016,12,-8.15,1.01
SOUTH DAKOTA,2017,1,-8.45,0.45
SOUTH DAKOTA,2017,2,-0.92,0.15
SOUTH DAKOTA,2017,3,1.74,0.29
SOUTH DAKOTA,2017,4,8.7,1.4
SOUTH DAKOTA,2017,5,14.97,1.22
SOUTH DAKOTA,2017,6,21.99,2.28
SOUTH DAKOTA,2017,7,26.27,1.83
SOUTH DAKOTA,2017,8,20.64,2.49
SOUTH DAKOTA,2017,9,17.97,2.81
SOUTH DAKOTA,2017,10,9.33,0.85
SOUTH DAKOTA,2017,11,1.0,0.13
SOUTH DAKOTA,2017,12,-5.24,0.26
SOUTH DAKOTA,2018,1,-7.46,0.21
SOUTH DAKOTA,2018,2,-9.72,0.79
SOUTH DAKOTA,2018,3,0.4,1.17
SOUTH DAKOTA,2018,4,3.55,1.41
SOUTH DAKOTA,2018,5,18.53,1.5
SOUTH DAKOTA,2018,6,22.33,3.25
SOUTH DAKOTA,2018,7,24.57,2.12
SOUTH DAKOTA,2018,8,23.34,1.53
SOUTH DAKOTA,2018,9,17.34,2.58
SOUTH DAKOTA,2018,10,6.25,1.65
SOUTH DAKOTA,2018,11,-1.94,0.51
SOUTH DAKOTA,2018,12,-4.39,0.89
SOUTH DAKOTA,2019,1,-8.57,0.49
SOUTH DAKOTA,2019,2,-14.06,0.99
SOUTH DAKOTA,2019,3,-3.04,1.43
SOUTH DAKOTA,2019,4,6.71,2.91
SOUTH DAKOTA,2019,5,11.45,4.81
SOUTH DAKOTA,2019,6,20.1,2.22
SOUTH DAKOTA,2019,7,22.77,5.29
SOUTH DAKOTA,2019,8,20.53,4.26
SOUTH DAKOTA,2019,9,18.0,3.33
SOUTH DAKOTA,2019,10,4.49,1.6
SOUTH DAKOTA,2019,11,-1.0,0.96
SOUTH DAKOTA,2019,12,-4.86,0.8
SOUTH DAKOTA,2020,1,-7.26,0.27
SOUTH DAKOTA,2020,2,-3.85,0.37
SOUTH DAKOTA,2020,3,2.64,0.62
SOUTH DAKOTA,2020,4,6.39,0.55
SOUTH DAKOTA,2020,5,13.46,2.45
SOUTH DAKOTA,2020,6,22.48,3.91
SOUTH DAKOTA,2020,7,24.28,2.6
SOUTH DAKOTA,2020,8,23.87,1.89
SOUTH DAKOTA,2020,9,16.58,0.59
SOUTH DAKOTA,2020,10,5.5,0.97
SOUTH DAKOTA,2020,11,3.03,0.26
SOUTH DAKOTA,2020,12,-2.51,0.35
SOUTH DAKOTA,2021,1,-2.95,0.31
SOUTH DAKOTA,2021,2,-9.37,0.24
SOUTH DAKOTA,2021,3,4.27,1.06
SOUTH DAKOTA,2021,4,7.23,1.36
SOUTH DAKOTA,2021,5,14.84,1.29
SOUTH DAKOTA,2021,6,25.04,1.07
SOUTH DAKOTA,2021,7,25.81,2.33
SOUTH DAKOTA,2021,8,24.79,2.08
SOUTH DAKOTA,2021,9,19.18,2.74
SOUTH DAKOTA,2021,10,10.79,2.97
SOUTH DAKOTA,2021,11,2.9,0.3
SOUTH DAKOTA,2021,12,-4.11,0.34
SOUTH DAKOTA,2022,1,-7.16,0.16
SOUTH DAKOTA,2022,2,-6.62,0.3
SOUTH DAKOTA,2022,3,0.64,0.4
SOUTH DAKOTA,2022,4,5.06,3.61
SOUTH DAKOTA,2022,5,14.25,2.96
SOUTH DAKOTA,2022,6,21.53,1.88
SOUTH DAKOTA,2022,7,24.99,2.77
SOUTH DAKOTA,2022,8,24.29,1.57
SOUTH DAKOTA,2022,9,20.1,0.24
SOUTH DAKOTA,2022,10,10.18,0.42
SOUTH DAKOTA,2022,11,-1.63,0.43
SOUTH DAKOTA,2022,12,-9.86,1.62
SOUTH DAKOTA,2023,1,-7.3,0.44
SOUTH DAKOTA,2023,2,-3.6,0.72
SOUTH DAKOTA,2023,3,-1.99,1.1
SOUTH DAKOTA,2023,4,6.64,0.94
SOUTH DAKOTA,2023,5,18.16,1.79
SOUTH DAKOTA,2023,6,23.32,3.2
SOUTH DAKOTA,2023,7,23.79,1.93
SOUTH DAKOTA,2023,8,23.67,3.39
SOUTH DAKOTA,2023,9,19.95,2.72
SOUTH DAKOTA,2023,10,8.8,2.52
SOUTH DAKOTA,2023,11,2.35,0.15
SOUTH DAKOTA,2023,12,-1.33,1.36
SOUTH DAKOTA,2024,1,-10.18,0.28
SOUTH DAKOTA,2024,2,0.22,0.45
SOUTH DAKOTA,2024,3,1.3,0.33
SOUTH DAKOTA,2024,4,8.5,3.27
SOUTH DAKOTA,2024,5,14.77,2.1
SOUTH DAKOTA,2024,6,20.91,4.24
SOUTH DAKOTA,2024,7,24.21,1.49
SOUTH DAKOTA,2024,8,22.75,2.62
SOUTH DAKOTA,2024,9,21.6,0.61
SOUTH DAKOTA,2024,10,12.54,0.04
SOUTH DAKOTA,2024,11,1.69,0.9
SOUTH DAKOTA,2024,12,-3.91,0.51
SOUTH DAKOTA,2025,1,-8.4,0.16
SOUTH DAKOTA,2025,2,-8.5,0.19
SOUTH DAKOTA,2025,3,3.97,0.85
SOUTH DAKOTA,2025,4,8.48,2.54
SOUTH DAKOTA,2025,5,15.45,2.78
SOUTH DAKOTA,2025,6,21.36,3.06
SOUTH DAKOTA,2025,7,24.51,2.76
SOUTH DAKOTA,2025,8,23.5,2.32
SOUTH DAKOTA,2025,9,19.72,2.25
SOUTH DAKOTA,2025,10,12.51,0.6
SOUTH DAKOTA,2025,11,2.49,1.06
SOUTH DAKOTA,2025,12,-999.0,-999.0
TENNESSEE,2000,1,3.07,2.84
TENNESSEE,2000,2,7.17,2.82
TENNESSEE,2000,3,11.11,3.79
TENNESSEE,2000,4,12.91,5.95
TENNESSEE,2000,5,20.24,2.83
TENNESSEE,2000,6,24.07,2.84
TENNESSEE,2000,7,26.94,1.8
TENNESSEE,2000,8,27.48,1.77
TENNESSEE,2000,9,22.01,2.86
TENNESSEE,2000,10,17.41,0.22
TENNESSEE,2000,11,8.06,4.87
TENNESSEE,2000,12,-0.82,3.27
TENNESSEE,2001,1,0.57,3.24
TENNESSEE,2001,2,6.11,6.25
TENNESSEE,2001,3,6.12,2.78
TENNESSEE,2001,4,16.07,2.61
TENNESSEE,2001,5,19.35,3.85
TENNESSEE,2001,6,22.36,3.76
TENNESSEE,2001,7,26.35,3.28
TENNESSEE,2001,8,25.43,3.94
TENNESSEE,2001,9,20.51,2.83
TENNESSEE,2001,10,13.81,3.62
TENNESSEE,2001,11,12.05,3.74
TENNESSEE,2001,12,6.33,3.69
TENNESSEE,2002,1,4.58,5.82
TENNESSEE,2002,2,3.51,1.88
TENNESSEE,2002,3,8.82,7.76
TENNESSEE,2002,4,15.77,1.63
TENNESSEE,2002,5,18.16,4.19
TENNESSEE,2002,6,24.06,2.05
TENNESSEE,2002,7,26.98,3.62
TENNESSEE,2002,8,26.78,2.15
TENNESSEE,2002,9,23.96,5.09
TENNESSEE,2002,10,15.93,3.54
TENNESSEE,2002,11,7.19,3.21
TENNESSEE,2002,12,3.53,5.17
TENNESSEE,2003,1,-0.24,1.4
TENNESSEE,2003,2,3.57,8.51
TENNESSEE,2003,3,10.03,1.86
TENNESSEE,2003,4,15.19,3.34
TENNESSEE,2003,5,19.58,8.36
TENNESSEE,2003,6,21.71,4.4
TENNESSEE,2003,7,24.49,4.22
TENNESSEE,2003,8,25.63,2.72
TENNESSEE,2003,9,20.83,4.88
TENNESSEE,2003,10,15.22,1.14
TENNESSEE,2003,11,11.35,4.11
TENNESSEE,2003,12,2.92,2.65
TENNESSEE,2004,1,2.56,2.38
TENNESSEE,2004,2,3.38,5.54
TENNESSEE,2004,3,10.96,4.25
TENNESSEE,2004,4,13.78,3.46
TENNESSEE,2004,5,20.96,3.91
TENNESSEE,2004,6,23.14,5.56
TENNESSEE,2004,7,24.48,4.07
TENNESSEE,2004,8,22.87,3.48
TENNESSEE,2004,9,21.3,3.47
TENNESSEE,2004,10,17.62,4.31
TENNESSEE,2004,11,11.18,6.15
TENNESSEE,2004,12,3.24,5.55
TENNESSEE,2005,1,4.73,3.27
TENNESSEE,2005,2,6.25,4.13
TENNESSEE,2005,3,7.97,2.23
TENNESSEE,2005,4,14.38,4.82
TENNESSEE,2005,5,17.91,0.95
TENNESSEE,2005,6,23.71,3.73
TENNESSEE,2005,7,26.55,3.91
TENNESSEE,2005,8,27.5,4.3
TENNESSEE,2005,9,23.52,2.47
TENNESSEE,2005,10,15.83,0.1
TENNESSEE,2005,11,10.22,2.92
TENNESSEE,2005,12,1.68,2.7
TENNESSEE,2006,1,6.53,5.6
TENNESSEE,2006,2,3.15,2.43
TENNESSEE,2006,3,9.46,2.86
TENNESSEE,2006,4,16.93,4.56
TENNESSEE,2006,5,18.79,3.61
TENNESSEE,2006,6,23.51,2.28
TENNESSEE,2006,7,27.2,2.4
TENNESSEE,2006,8,27.73,2.47
TENNESSEE,2006,9,20.97,2.71
TENNESSEE,2006,10,14.12,2.72
TENNESSEE,2006,11,8.49,3.43
TENNESSEE,2006,12,5.71,2.62
TENNESSEE,2007,1,4.07,2.49
TENNESSEE,2007,2,2.17,1.59
TENNESSEE,2007,3,13.26,1.75
TENNESSEE,2007,4,12.85,2.88
TENNESSEE,2007,5,21.31,1.29
TENNESSEE,2007,6,25.89,2.17
TENNESSEE,2007,7,26.01,2.75
TENNESSEE,2007,8,30.03,1.48
TENNESSEE,2007,9,23.79,2.22
TENNESSEE,2007,10,18.06,3.03
TENNESSEE,2007,11,8.73,2.87
TENNESSEE,2007,12,7.08,2.74
TENNESSEE,2008,1,1.66,2.61
TENNESSEE,2008,2,5.26,3.0
TENNESSEE,2008,3,9.23,4.49
TENNESSEE,2008,4,14.04,3.93
TENNESSEE,2008,5,18.85,4.22
TENNESSEE,2008,6,24.45,2.04
TENNESSEE,2008,7,26.43,3.32
TENNESSEE,2008,8,25.56,2.87
TENNESSEE,2008,9,22.85,0.71
TENNESSEE,2008,10,15.25,3.37
TENNESSEE,2008,11,7.36,2.02
TENNESSEE,2008,12,3.8,6.61
TENNESSEE,2009,1,1.48,2.94
TENNESSEE,2009,2,4.83,2.13
TENNESSEE,2009,3,10.08,3.86
TENNESSEE,2009,4,13.87,3.8
TENNESSEE,2009,5,18.99,6.94
TENNESSEE,2009,6,24.4,1.93
TENNESSEE,2009,7,23.67,5.5
TENNESSEE,2009,8,24.62,2.22
TENNESSEE,2009,9,21.93,7.25
TENNESSEE,2009,10,13.65,5.58
TENNESSEE,2009,11,9.17,1.25
TENNESSEE,2009,12,2.61,4.22
TENNESSEE,2010,1,-0.58,4.39
TENNESSEE,2010,2,-0.12,3.0
TENNESSEE,2010,3,7.91,3.31
TENNESSEE,2010,4,16.13,2.2
TENNESSEE,2010,5,20.66,8.22
TENNESSEE,2010,6,25.61,2.95
TENNESSEE,2010,7,27.19,3.38
TENNESSEE,2010,8,27.52,3.87
TENNESSEE,2010,9,23.33,1.3
TENNESSEE,2010,10,16.14,2.38
TENNESSEE,2010,11,9.78,5.03
TENNESSEE,2010,12,0.18,1.45
TENNESSEE,2011,1,0.86,2.86
TENNESSEE,2011,2,5.71,4.46
TENNESSEE,2011,3,9.94,4.74
TENNESSEE,2011,4,16.23,8.36
TENNESSEE,2011,5,18.9,3.24
TENNESSEE,2011,6,24.91,4.65
TENNESSEE,2011,7,27.18,2.74
TENNESSEE,2011,8,27.25,1.45
TENNESSEE,2011,9,20.1,5.8
TENNESSEE,2011,10,14.18,1.5
TENNESSEE,2011,11,10.27,5.32
TENNESSEE,2011,12,5.57,5.0
TENNESSEE,2012,1,5.51,4.71
TENNESSEE,2012,2,6.81,2.73
TENNESSEE,2012,3,14.94,2.99
TENNESSEE,2012,4,15.85,1.22
TENNESSEE,2012,5,21.58,2.79
TENNESSEE,2012,6,25.05,1.51
TENNESSEE,2012,7,27.72,5.79
TENNESSEE,2012,8,25.13,3.11
TENNESSEE,2012,9,20.82,5.49
TENNESSEE,2012,10,13.25,3.32
TENNESSEE,2012,11,7.21,1.48
TENNESSEE,2012,12,7.17,5.45
TENNESSEE,2013,1,4.23,6.17
TENNESSEE,2013,2,3.99,2.47
TENNESSEE,2013,3,6.16,3.79
TENNESSEE,2013,4,13.86,6.95
TENNESSEE,2013,5,18.42,3.91
TENNESSEE,2013,6,23.49,4.16
TENNESSEE,2013,7,23.77,6.64
TENNESSEE,2013,8,24.07,3.04
TENNESSEE,2013,9,22.18,2.65
TENNESSEE,2013,10,16.03,1.61
TENNESSEE,2013,11,6.68,2.41
TENNESSEE,2013,12,4.05,5.16
TENNESSEE,2014,1,-1.24,1.92
TENNESSEE,2014,2,2.57,4.57
TENNESSEE,2014,3,6.79,2.8
TENNESSEE,2014,4,14.75,5.44
TENNESSEE,2014,5,19.77,2.24
TENNESSEE,2014,6,23.97,5.66
TENNESSEE,2014,7,23.73,3.1
TENNESSEE,2014,8,25.71,4.13
TENNESSEE,2014,9,22.4,0.89
TENNESSEE,2014,10,16.08,6.55
TENNESSEE,2014,11,5.03,3.21
TENNESSEE,2014,12,5.3,4.36
TENNESSEE,2015,1,1.71,2.61
TENNESSEE,2015,2,-0.94,3.37
TENNESSEE,2015,3,9.4,4.29
TENNESSEE,2015,4,15.41,5.08
TENNESSEE,2015,5,19.92,3.88
TENNESSEE,2015,6,24.32,3.02
TENNESSEE,2015,7,25.79,4.63
TENNESSEE,2015,8,24.16,3.73
TENNESSEE,2015,9,22.46,1.69
TENNESSEE,2015,10,16.11,3.23
TENNESSEE,2015,11,11.91,5.04
TENNESSEE,2015,12,10.5,5.86
TENNESSEE,2016,1,1.27,2.34
TENNESSEE,2016,2,5.04,5.11
TENNESSEE,2016,3,11.75,3.58
TENNESSEE,2016,4,14.78,1.61
TENNESSEE,2016,5,18.55,2.11
TENNESSEE,2016,6,25.25,3.68
TENNESSEE,2016,7,27.44,3.89
TENNESSEE,2016,8,26.81,4.85
TENNESSEE,2016,9,24.18,1.4
TENNESSEE,2016,10,19.39,0.4
TENNESSEE,2016,11,12.64,2.48
TENNESSEE,2016,12,4.52,5.43
TENNESSEE,2017,1,7.09,3.36
TENNESSEE,2017,2,9.38,2.19
TENNESSEE,2017,3,10.54,4.29
TENNESSEE,2017,4,17.38,5.16
TENNESSEE,2017,5,19.38,4.56
TENNESSEE,2017,6,23.12,3.87
TENNESSEE,2017,7,26.44,5.63
TENNESSEE,2017,8,24.34,5.5
TENNESSEE,2017,9,20.77,2.58
TENNESSEE,2017,10,15.84,4.12
TENNESSEE,2017,11,9.72,2.09
TENNESSEE,2017,12,3.45,4.23
TENNESSEE,2018,1,-0.12,1.51
TENNESSEE,2018,2,9.34,11.02
TENNESSEE,2018,3,8.85,3.78
TENNESSEE,2018,4,11.47,5.5
TENNESSEE,2018,5,22.16,3.84
TENNESSEE,2018,6,24.85,4.19
TENNESSEE,2018,7,25.86,2.08
TENNESSEE,2018,8,26.03,2.52
TENNESSEE,2018,9,24.76,5.13
TENNESSEE,2018,10,16.3,2.38
TENNESSEE,2018,11,6.63,4.58
TENNESSEE,2018,12,5.18,5.9
TENNESSEE,2019,1,3.27,4.22
TENNESSEE,2019,2,8.18,11.11
TENNESSEE,2019,3,7.95,3.26
TENNESSEE,2019,4,15.53,4.9
TENNESSEE,2019,5,21.28,2.95
TENNESSEE,2019,6,23.35,4.87
TENNESSEE,2019,7,25.96,5.01
TENNESSEE,2019,8,26.26,3.31
TENNESSEE,2019,9,26.86,0.41
TENNESSEE,2019,10,17.37,6.03
TENNESSEE,2019,11,6.48,4.51
TENNESSEE,2019,12,7.16,4.78
TENNESSEE,2020,1,5.69,6.29
TENNESSEE,2020,2,5.66,9.07
TENNESSEE,2020,3,12.43,7.85
TENNESSEE,2020,4,13.14,5.85
TENNESSEE,2020,5,17.94,4.02
TENNESSEE,2020,6,23.28,4.22
TENNESSEE,2020,7,26.34,4.5
TENNESSEE,2020,8,25.12,5.53
TENNESSEE,2020,9,20.71,3.85
TENNESSEE,2020,10,15.67,5.24
TENNESSEE,2020,11,10.36,1.79
TENNESSEE,2020,12,3.79,4.22
TENNESSEE,2021,1,3.61,2.45
TENNESSEE,2021,2,2.13,5.69
TENNESSEE,2021,3,11.6,9.95
TENNESSEE,2021,4,13.68,2.36
TENNESSEE,2021,5,18.1,3.67
TENNESSEE,2021,6,23.66,4.56
TENNESSEE,2021,7,25.11,4.44
TENNESSEE,2021,8,25.34,7.91
TENNESSEE,2021,9,21.05,4.76
TENNESSEE,2021,10,17.05,4.68
TENNESSEE,2021,11,6.98,1.43
TENNESSEE,2021,12,10.44,4.67
TENNESSEE,2022,1,0.42,5.82
TENNESSEE,2022,2,4.66,8.98
TENNESSEE,2022,3,9.96,4.65
TENNESSEE,2022,4,13.59,3.87
TENNESSEE,2022,5,20.51,3.69
TENNESSEE,2022,6,24.87,2.11
TENNESSEE,2022,7,28.24,4.89
TENNESSEE,2022,8,25.73,2.89
TENNESSEE,2022,9,21.52,2.99
TENNESSEE,2022,10,14.33,1.65
TENNESSEE,2022,11,9.83,3.34
TENNESSEE,2022,12,5.07,5.29
TENNESSEE,2023,1,6.95,5.32
TENNESSEE,2023,2,8.8,4.12
TENNESSEE,2023,3,9.87,4.76
TENNESSEE,2023,4,14.2,3.1
TENNESSEE,2023,5,19.39,3.64
TENNESSEE,2023,6,23.29,2.25
TENNESSEE,2023,7,26.33,4.63
TENNESSEE,2023,8,25.57,4.94
TENNESSEE,2023,9,22.92,1.11
TENNESSEE,2023,10,17.09,0.61
TENNESSEE,2023,11,10.61,1.85
TENNESSEE,2023,12,6.54,2.65
TENNESSEE,2024,1,1.18,5.26
TENNESSEE,2024,2,8.23,3.75
TENNESSEE,2024,3,11.58,4.51
TENNESSEE,2024,4,15.69,3.86
TENNESSEE,2024,5,21.17,5.9
TENNESSEE,2024,6,24.86,2.06
TENNESSEE,2024,7,27.15,3.94
TENNESSEE,2024,8,26.88,0.73
TENNESSEE,2024,9,22.91,4.94
TENNESSEE,2024,10,17.33,0.38
TENNESSEE,2024,11,12.67,2.74
TENNESSEE,2024,12,5.86,4.05
TENNESSEE,2025,1,0.49,2.77
TENNESSEE,2025,2,6.19,4.87
TENNESSEE,2025,3,11.19,5.75
TENNESSEE,2025,4,16.74,5.46
TENNESSEE,2025,5,19.46,6.04
TENNESSEE,2025,6,24.61,5.24
TENNESSEE,2025,7,27.38,2.68
TENNESSEE,2025,8,25.6,2.15
TENNESSEE,2025,9,23.06,4.6
TENNESSEE,2025,10,16.5,2.98
TENNESSEE,2025,11,10.54,1.99
TENNESSEE,2025,12,-999.0,-999.0
TEXAS,2000,1,10.49,1.87
TEXAS,2000,2,14.49,1.99
TEXAS,2000,3,17.22,1.74
TEXAS,2000,4,19.96,2.76
TEXAS,2000,5,25.32,2.84
TEXAS,2000,6,26.98,3.87
TEXAS,2000,7,32.0,0.35
TEXAS,2000,8,31.78,0.2
TEXAS,2000,9,26.85,1.78
TEXAS,2000,10,20.48,3.61
TEXAS,2000,11,11.45,6.42
TEXAS,2000,12,5.34,1.93
TEXAS,2001,1,6.86,2.51
TEXAS,2001,2,11.97,1.59
TEXAS,2001,3,11.63,3.59
TEXAS,2001,4,20.25,0.93
TEXAS,2001,5,23.61,3.2
TEXAS,2001,6,27.02,2.1
TEXAS,2001,7,30.87,0.86
TEXAS,2001,8,30.15,4.2
TEXAS,2001,9,24.04,2.43
TEXAS,2001,10,18.57,1.96
TEXAS,2001,11,15.62,4.42
TEXAS,2001,12,10.39,2.7
TEXAS,2002,1,9.71,0.96
TEXAS,2002,2,8.69,1.16
TEXAS,2002,3,13.77,1.36
TEXAS,2002,4,22.07,1.13
TEXAS,2002,5,25.12,1.84
TEXAS,2002,6,27.92,3.95
TEXAS,2002,7,27.18,4.81
TEXAS,2002,8,29.51,0.64
TEXAS,2002,9,25.9,2.44
TEXAS,2002,10,19.65,4.85
TEXAS,2002,11,12.19,1.67
TEXAS,2002,12,9.58,3.64
TEXAS,2003,1,7.39,0.87
TEXAS,2003,2,9.16,3.43
TEXAS,2003,3,14.05,1.08
TEXAS,2003,4,19.99,0.38
TEXAS,2003,5,26.05,1.25
TEXAS,2003,6,27.01,4.15
TEXAS,2003,7,29.32,1.28
TEXAS,2003,8,30.12,1.63
TEXAS,2003,9,24.51,2.73
TEXAS,2003,10,20.91,2.82
TEXAS,2003,11,16.1,0.99
TEXAS,2003,12,10.29,0.52
TEXAS,2004,1,10.17,2.77
TEXAS,2004,2,8.88,3.35
TEXAS,2004,3,17.56,1.45
TEXAS,2004,4,19.05,4.93
TEXAS,2004,5,23.96,1.55
TEXAS,2004,6,25.92,8.41
TEXAS,2004,7,27.83,1.46
TEXAS,2004,8,27.44,3.13
TEXAS,2004,9,25.83,0.81
TEXAS,2004,10,22.73,4.94
TEXAS,2004,11,14.41,6.56
TEXAS,2004,12,8.86,0.57
TEXAS,2005,1,10.29,2.0
TEXAS,2005,2,11.31,2.33
TEXAS,2005,3,13.7,1.94
TEXAS,2005,4,18.48,0.65
TEXAS,2005,5,22.87,3.43
TEXAS,2005,6,28.81,0.45
TEXAS,2005,7,29.57,2.24
TEXAS,2005,8,28.18,4.09
TEXAS,2005,9,28.48,0.87
TEXAS,2005,10,20.36,1.17
TEXAS,2005,11,16.17,0.63
TEXAS,2005,12,9.04,0.13
TEXAS,2006,1,12.86,1.23
TEXAS,2006,2,10.39,1.4
TEXAS,2006,3,17.28,2.56
TEXAS,2006,4,22.18,2.63
TEXAS,2006,5,24.38,2.73
TEXAS,2006,6,27.88,2.44
TEXAS,2006,7,29.2,0.95
TEXAS,2006,8,30.76,0.58
TEXAS,2006,9,25.51,2.04
TEXAS,2006,10,20.56,3.86
TEXAS,2006,11,14.73,0.42
TEXAS,2006,12,10.22,1.81
TEXAS,2007,1,6.17,4.13
TEXAS,2007,2,9.98,0.31
TEXAS,2007,3,16.86,6.61
TEXAS,2007,4,16.91,1.84
TEXAS,2007,5,22.51,7.18
TEXAS,2007,6,25.32,7.6
TEXAS,2007,7,25.61,5.43
TEXAS,2007,8,27.35,1.4
TEXAS,2007,9,25.15,2.34
TEXAS,2007,10,20.52,1.1
TEXAS,2007,11,14.91,1.36
TEXAS,2007,12,10.32,0.78
TEXAS,2008,1,8.05,0.56
TEXAS,2008,2,12.56,0.47
TEXAS,2008,3,15.16,2.86
TEXAS,2008,4,19.48,2.45
TEXAS,2008,5,24.09,3.71
TEXAS,2008,6,30.07,0.81
TEXAS,2008,7,29.77,0.81
TEXAS,2008,8,28.69,2.97
TEXAS,2008,9,25.52,0.5
TEXAS,2008,10,19.89,1.96
TEXAS,2008,11,15.01,0.46
TEXAS,2008,12,9.85,0.28
TEXAS,2009,1,9.4,0.52
TEXAS,2009,2,13.73,0.94
TEXAS,2009,3,15.65,3.23
TEXAS,2009,4,18.74,3.93
TEXAS,2009,5,23.86,1.87
